NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,157,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
0,14,162,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
0,18,584,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
0,1419,580,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
1,0,157,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
1,2,158,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
1,19,580,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
1,1420,582,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
2,1,158,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
2,3,164,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
2,20,584,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
2,1421,583,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
3,2,164,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
3,4,166,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
3,21,580,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
3,1422,585,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
4,3,166,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
4,5,149,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
4,22,582,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
4,1423,585,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
5,4,149,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
5,6,155,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
5,23,582,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
5,1424,587,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
6,5,155,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
6,7,162,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
6,24,582,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
6,1425,585,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
7,6,162,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
7,25,583,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
7,26,164,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
7,1426,584,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
8,9,44,"(164667.14265383035, 79114.57256215811)","['Dolores St', 'Jersey St']"
8,35,290,"(164667.14265383035, 79114.57256215811)","['Dolores St', 'Jersey St']"
