NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,316,"(165921.6942785792, 80088.30289815366)","['Valencia St', '23rd St']"
0,10,203,"(165921.6942785792, 80088.30289815366)","['Valencia St', '23rd St']"
0,21,586,"(165921.6942785792, 80088.30289815366)","['Valencia St', '23rd St']"
0,1091,582,"(165921.6942785792, 80088.30289815366)","['Valencia St', '23rd St']"
1,0,316,"(166237.4131353274, 80111.344518736)","['Bartlett St', '23rd St']"
1,2,329,"(166237.4131353274, 80111.344518736)","['Bartlett St', '23rd St']"
1,22,587,"(166237.4131353274, 80111.344518736)","['Bartlett St', '23rd St']"
1,1092,585,"(166237.4131353274, 80111.344518736)","['Bartlett St', '23rd St']"
2,1,329,"(166565.2737000771, 80138.76375523955)","['Mission St', '23rd St']"
2,3,316,"(166565.2737000771, 80138.76375523955)","['Mission St', '23rd St']"
2,23,582,"(166565.2737000771, 80138.76375523955)","['Mission St', '23rd St']"
2,1093,585,"(166565.2737000771, 80138.76375523955)","['Mission St', '23rd St']"
3,2,316,"(166880.99124449492, 80162.17709423602)","['Capp St', '23rd St']"
3,4,314,"(166880.99124449492, 80162.17709423602)","['Capp St', '23rd St']"
3,24,583,"(166880.99124449492, 80162.17709423602)","['Capp St', '23rd St']"
3,1094,583,"(166880.99124449492, 80162.17709423602)","['Capp St', '23rd St']"
4,3,314,"(167194.3951452449, 80186.68557540327)","['S Van Ness Ave', '23rd St']"
4,5,296,"(167194.3951452449, 80186.68557540327)","['S Van Ness Ave', '23rd St']"
4,25,582,"(167194.3951452449, 80186.68557540327)","['S Van Ness Ave', '23rd St']"
4,1095,584,"(167194.3951452449, 80186.68557540327)","['S Van Ness Ave', '23rd St']"
5,4,296,"(167490.45196782798, 80207.91387940198)","['Shotwell St', '23rd St']"
5,6,334,"(167490.45196782798, 80207.91387940198)","['Shotwell St', '23rd St']"
5,26,585,"(167490.45196782798, 80207.91387940198)","['Shotwell St', '23rd St']"
5,1096,589,"(167490.45196782798, 80207.91387940198)","['Shotwell St', '23rd St']"
6,5,334,"(167824.38273041323, 80232.43745240569)","['Folsom St', '23rd St']"
6,27,585,"(167824.38273041323, 80232.43745240569)","['Folsom St', '23rd St']"
6,28,317,"(167824.38273041323, 80232.43745240569)","['Folsom St', '23rd St']"
6,1097,581,"(167824.38273041323, 80232.43745240569)","['Folsom St', '23rd St']"
7,9,28,"(165267.99184582755, 80041.8600776568)","['Guerrero St', '23rd St']"
7,17,157,"(165267.99184582755, 80041.8600776568)","['Guerrero St', '23rd St']"
7,19,282,"(165267.99184582755, 80041.8600776568)","['Guerrero St', '23rd St']"
7,1098,291,"(165267.99184582755, 80041.8600776568)","['Guerrero St', '23rd St']"
8,9,292,"(165317.5163530782, 79753.10474965721)","['Guerrero St', 'BORDER']"
9,7,28,"(165296.61482007802, 80044.41715915501)","['Guerrero St', '23rd St']"
9,8,292,"(165296.61482007802, 80044.41715915501)","['Guerrero St', '23rd St']"
9,10,423,"(165296.61482007802, 80044.41715915501)","['Guerrero St', '23rd St']"
9,1099,283,"(165296.61482007802, 80044.41715915501)","['Guerrero St', '23rd St']"
10,0,203,"(165719.02014324442, 80075.49518098682)","['23rd St', 'San Jose Ave']"
10,9,423,"(165719.02014324442, 80075.49518098682)","['23rd St', 'San Jose Ave']"
10,20,293,"(165719.02014324442, 80075.49518098682)","['23rd St', 'San Jose Ave']"
10,1100,295,"(165719.02014324442, 80075.49518098682)","['23rd St', 'San Jose Ave']"
11,12,318,"(163923.7258335799, 80518.90472723544)","['Church St', '22nd St']"
11,37,302,"(163923.7258335799, 80518.90472723544)","['Church St', '22nd St']"
11,1101,582,"(163923.7258335799, 80518.90472723544)","['Church St', '22nd St']"
11,1102,324,"(163923.7258335799, 80518.90472723544)","['Church St', '22nd St']"
12,11,318,"(164241.46404324472, 80546.2934519872)","['Chattanooga St', '22nd St']"
12,13,316,"(164241.46404324472, 80546.2934519872)","['Chattanooga St', '22nd St']"
12,38,581,"(164241.46404324472, 80546.2934519872)","['Chattanooga St', '22nd St']"
12,1103,580,"(164241.46404324472, 80546.2934519872)","['Chattanooga St', '22nd St']"
13,12,316,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
13,14,44,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
13,39,292,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
13,1104,584,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
14,13,44,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
14,15,165,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
14,40,293,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
14,1105,584,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
15,14,165,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
15,16,143,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
15,41,586,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
15,1106,582,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
16,15,143,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
16,18,156,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
16,42,581,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
16,1107,584,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
17,7,157,"(165110.99904957786, 80030.89061140269)","['23rd St', 'Ames St']"
17,18,583,"(165110.99904957786, 80030.89061140269)","['23rd St', 'Ames St']"
17,1107,154,"(165110.99904957786, 80030.89061140269)","['23rd St', 'Ames St']"
18,16,156,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
18,17,583,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
18,33,159,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
18,43,583,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
19,7,282,"(165247.96137407795, 80323.340813905)","['Guerrero St', 'BORDER']"
19,33,300,"(165247.96137407795, 80323.340813905)","['Guerrero St', 'BORDER']"
20,10,293,"(165720.66548116133, 80369.36335965246)","['San Jose Ave', 'Alvarado St']"
20,36,295,"(165720.66548116133, 80369.36335965246)","['San Jose Ave', 'Alvarado St']"
20,1099,448,"(165720.66548116133, 80369.36335965246)","['San Jose Ave', 'Alvarado St']"
21,0,586,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
21,22,316,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
21,36,129,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
21,46,290,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
22,1,587,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
22,21,316,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
22,23,328,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
22,47,581,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
23,2,582,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
23,22,328,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
23,24,316,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
23,48,581,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
24,3,583,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
24,23,316,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
24,25,314,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
24,49,586,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
25,4,582,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
25,24,314,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
25,26,315,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
25,50,585,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
26,5,585,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
26,25,315,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
26,27,316,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
26,52,587,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
27,6,585,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
27,26,316,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
27,29,307,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
27,53,581,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
28,6,317,"(168141.25512816384, 80254.77369382232)","['23rd St', 'Treat Ave']"
28,29,595,"(168141.25512816384, 80254.77369382232)","['23rd St', 'Treat Ave']"
29,27,307,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
29,28,595,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
29,30,327,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
29,55,576,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
30,29,327,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
30,31,251,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
30,58,587,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
30,1108,597,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
31,30,251,"(168662.28328558058, 80894.79242690653)","['Alabama St', '22nd St']"
31,32,259,"(168662.28328558058, 80894.79242690653)","['Alabama St', '22nd St']"
31,59,584,"(168662.28328558058, 80894.79242690653)","['Alabama St', '22nd St']"
31,1109,596,"(168662.28328558058, 80894.79242690653)","['Alabama St', '22nd St']"
32,31,259,"(168921.03572082892, 80914.20052456856)","['Florida St', '22nd St']"
32,35,284,"(168921.03572082892, 80914.20052456856)","['Florida St', '22nd St']"
32,60,574,"(168921.03572082892, 80914.20052456856)","['Florida St', '22nd St']"
32,1110,597,"(168921.03572082892, 80914.20052456856)","['Florida St', '22nd St']"
33,18,159,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
33,19,300,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
33,34,27,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
33,44,290,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
34,33,27,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
34,36,497,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
34,45,294,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
34,1099,299,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
35,32,284,"(169204.65293574706, 80931.80121115595)","['Bryant St', '22nd St']"
35,63,575,"(169204.65293574706, 80931.80121115595)","['Bryant St', '22nd St']"
35,64,274,"(169204.65293574706, 80931.80121115595)","['Bryant St', '22nd St']"
35,1111,594,"(169204.65293574706, 80931.80121115595)","['Bryant St', '22nd St']"
36,20,295,"(165747.4643120803, 80663.23908423632)","['22nd St', 'San Jose Ave']"
36,21,129,"(165747.4643120803, 80663.23908423632)","['22nd St', 'San Jose Ave']"
36,34,497,"(165747.4643120803, 80663.23908423632)","['22nd St', 'San Jose Ave']"
37,11,302,"(163890.6947316639, 80819.31948073953)","['Church St', 'Hill St']"
37,54,282,"(163890.6947316639, 80819.31948073953)","['Church St', 'Hill St']"
37,1112,640,"(163890.6947316639, 80819.31948073953)","['Church St', 'Hill St']"
