NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,199,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
0,7,206,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
0,16,578,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
0,427,587,"(165949.58267424628, 82437.06886990368)","['Lexington St', '19th St']"
1,0,199,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
1,2,239,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
1,17,582,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
1,428,580,"(166148.191200912, 82450.24108765274)","['San Carlos St', '19th St']"
2,1,239,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
2,3,314,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
2,18,584,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
2,429,582,"(166387.5624413304, 82465.61310415715)","['Mission St', '19th St']"
3,2,314,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
3,4,317,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
3,19,586,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
3,430,585,"(166700.65006974712, 82492.30071482062)","['Capp St', '19th St']"
4,3,317,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
4,5,302,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
4,20,588,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
4,431,580,"(167017.49786124378, 82512.43879790604)","['S Van Ness Ave', '19th St']"
5,4,302,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
5,21,582,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
5,22,329,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
5,432,586,"(167318.7311826609, 82539.12968940288)","['Shotwell St', '19th St']"
6,10,212,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
6,12,587,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
6,13,177,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
6,433,416,"(165329.47433441132, 82385.90099323541)","['Linda St', '19th St']"
7,0,206,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
7,13,239,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
7,15,577,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
7,434,279,"(165743.74614366144, 82423.89599598944)","['19th St', 'Valencia St']"
8,9,341,"(164705.73706482723, 82924.30313165486)","['Oakwood St', '18th St']"
8,25,285,"(164705.73706482723, 82924.30313165486)","['Oakwood St', '18th St']"
8,435,584,"(164705.73706482723, 82924.30313165486)","['Oakwood St', '18th St']"
9,8,341,"(165045.99655491114, 82949.8867419064)","['Guerrero St', '18th St']"
9,11,26,"(165045.99655491114, 82949.8867419064)","['Guerrero St', '18th St']"
9,28,284,"(165045.99655491114, 82949.8867419064)","['Guerrero St', '18th St']"
9,436,582,"(165045.99655491114, 82949.8867419064)","['Guerrero St', '18th St']"
10,6,212,"(165117.85566316172, 82371.63855457306)","['19th St', 'Guerrero St']"
10,11,581,"(165117.85566316172, 82371.63855457306)","['19th St', 'Guerrero St']"
11,9,26,"(165072.88199982792, 82951.71482224017)","['Guerrero St', '18th St']"
11,10,581,"(165072.88199982792, 82951.71482224017)","['Guerrero St', '18th St']"
11,12,228,"(165072.88199982792, 82951.71482224017)","['Guerrero St', '18th St']"
11,29,285,"(165072.88199982792, 82951.71482224017)","['Guerrero St', '18th St']"
12,6,587,"(165300.39532432705, 82969.62292290479)","['Linda St', '18th St']"
12,11,228,"(165300.39532432705, 82969.62292290479)","['Linda St', '18th St']"
12,31,56,"(165300.39532432705, 82969.62292290479)","['Linda St', '18th St']"
13,6,177,"(165505.82207882777, 82401.24709115177)","['19th St', 'Lapidge St']"
13,7,239,"(165505.82207882777, 82401.24709115177)","['19th St', 'Lapidge St']"
13,14,581,"(165505.82207882777, 82401.24709115177)","['19th St', 'Lapidge St']"
14,13,581,"(165459.6840477474, 82981.32237457484)","['Lapidge St', '18th St']"
14,15,241,"(165459.6840477474, 82981.32237457484)","['Lapidge St', '18th St']"
14,31,103,"(165459.6840477474, 82981.32237457484)","['Lapidge St', '18th St']"
15,7,577,"(165700.78428732976, 82999.96603807062)","['Valencia St', '18th St']"
15,14,241,"(165700.78428732976, 82999.96603807062)","['Valencia St', '18th St']"
15,16,217,"(165700.78428732976, 82999.96603807062)","['Valencia St', '18th St']"
15,34,318,"(165700.78428732976, 82999.96603807062)","['Valencia St', '18th St']"
16,0,578,"(165917.89048041403, 83014.59888282418)","['Lexington St', '18th St']"
16,15,217,"(165917.89048041403, 83014.59888282418)","['Lexington St', '18th St']"
16,17,206,"(165917.89048041403, 83014.59888282418)","['Lexington St', '18th St']"
16,35,313,"(165917.89048041403, 83014.59888282418)","['Lexington St', '18th St']"
17,1,582,"(166123.72110549733, 83031.77863848954)","['San Carlos St', '18th St']"
