NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,9,92,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
0,11,98,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
0,675,581,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
1,2,316,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
1,11,246,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
1,13,587,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
1,676,581,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
2,1,316,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
2,3,315,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
2,14,581,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
2,677,586,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
3,2,315,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
3,15,583,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
3,16,316,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
3,678,585,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
4,6,625,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
4,8,282,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
4,9,208,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
4,679,298,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
5,23,293,"(165158.0002679117, 81495.87291765213)","['Guerrero St', 'Liberty St']"
5,680,292,"(165158.0002679117, 81495.87291765213)","['Guerrero St', 'Liberty St']"
5,681,624,"(165158.0002679117, 81495.87291765213)","['Guerrero St', 'Liberty St']"
6,4,625,"(165207.81020766124, 81206.38891657442)","['21st St', 'Guerrero St']"
6,7,291,"(165207.81020766124, 81206.38891657442)","['21st St', 'Guerrero St']"
7,6,291,"(165185.17639466375, 81497.33715356886)","['Guerrero St', 'Liberty St']"
7,8,624,"(165185.17639466375, 81497.33715356886)","['Guerrero St', 'Liberty St']"
7,24,293,"(165185.17639466375, 81497.33715356886)","['Guerrero St', 'Liberty St']"
8,4,282,"(165808.19811449572, 81543.04014615715)","['Valencia St', 'Liberty St']"
8,7,624,"(165808.19811449572, 81543.04014615715)","['Valencia St', 'Liberty St']"
8,25,293,"(165808.19811449572, 81543.04014615715)","['Valencia St', 'Liberty St']"
9,0,92,"(166038.99555316195, 81268.1801315695)","['21st St', 'Lexington St']"
9,4,208,"(166038.99555316195, 81268.1801315695)","['21st St', 'Lexington St']"
9,10,584,"(166038.99555316195, 81268.1801315695)","['21st St', 'Lexington St']"
10,9,584,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
10,12,212,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
10,25,203,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
10,31,587,"(165990.81946841255, 81850.80265399069)","['Lexington St', '20th St']"
11,0,98,"(166228.93710241094, 81288.63317465782)","['21st St', 'San Carlos St']"
