NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,154,"(164863.19213049486, 81180.43818107247)","['Fair Oaks St', '21st St']"
0,758,581,"(164863.19213049486, 81180.43818107247)","['Fair Oaks St', '21st St']"
0,759,159,"(164863.19213049486, 81180.43818107247)","['Fair Oaks St', '21st St']"
1,0,154,"(165017.28696666285, 81193.59005765617)","['Ames St', '21st St']"
1,10,162,"(165017.28696666285, 81193.59005765617)","['Ames St', '21st St']"
1,760,583,"(165017.28696666285, 81193.59005765617)","['Ames St', '21st St']"
2,11,627,"(165854.05694666132, 80963.33001948893)","['Valencia St', 'Hill St']"
2,13,298,"(165854.05694666132, 80963.33001948893)","['Valencia St', 'Hill St']"
2,761,290,"(165854.05694666132, 80963.33001948893)","['Valencia St', 'Hill St']"
3,19,92,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
3,21,98,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
3,762,581,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
4,5,316,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
4,21,246,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
4,23,587,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
4,763,581,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
5,4,316,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
5,6,315,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
5,24,581,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
5,764,586,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
6,5,315,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
6,7,316,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
6,25,583,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
6,765,585,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
7,6,316,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
7,8,315,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
7,26,579,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
7,766,587,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
8,7,315,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
8,9,311,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
8,28,584,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
8,767,581,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
9,8,311,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
9,29,583,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
9,30,324,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
9,768,576,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
10,1,162,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
10,16,292,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
10,769,292,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
11,2,627,"(165228.70878791064, 80917.98955898732)","['Hill St', 'Guerrero St']"
11,12,289,"(165228.70878791064, 80917.98955898732)","['Hill St', 'Guerrero St']"
12,11,289,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
12,13,625,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
12,17,291,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
13,2,298,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
13,12,625,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
13,18,282,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
13,19,208,"(165830.8355364129, 81261.1962216571)","['Valencia St', '21st St']"
14,15,44,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
14,31,290,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
14,770,297,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
14,771,645,"(164490.4537027441, 81447.9881709069)","['Dolores St', 'Liberty St']"
15,14,44,"(164534.68721007928, 81450.54886132479)","['Dolores St', 'Liberty St']"
15,16,624,"(164534.68721007928, 81450.54886132479)","['Dolores St', 'Liberty St']"
