NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,210,"(165675.53663441166, 83317.86008732021)","['Valencia St', 'Sycamore St']"
0,9,130,"(165675.53663441166, 83317.86008732021)","['Valencia St', 'Sycamore St']"
0,177,318,"(165675.53663441166, 83317.86008732021)","['Valencia St', 'Sycamore St']"
1,0,210,"(165885.7038649954, 83326.30003107339)","['Lexington St', 'Sycamore St']"
1,2,213,"(165885.7038649954, 83326.30003107339)","['Lexington St', 'Sycamore St']"
1,178,313,"(165885.7038649954, 83326.30003107339)","['Lexington St', 'Sycamore St']"
2,1,213,"(166097.89077657834, 83347.85149715841)","['San Carlos St', 'Sycamore St']"
2,3,220,"(166097.89077657834, 83347.85149715841)","['San Carlos St', 'Sycamore St']"
2,179,317,"(166097.89077657834, 83347.85149715841)","['San Carlos St', 'Sycamore St']"
3,2,220,"(166317.3056920804, 83366.13000390679)","['Mission St', 'Sycamore St']"
3,10,132,"(166317.3056920804, 83366.13000390679)","['Mission St', 'Sycamore St']"
3,180,318,"(166317.3056920804, 83366.13000390679)","['Mission St', 'Sycamore St']"
4,5,581,"(166657.08650857955, 83076.74475590885)","['Capp St', 'BORDER']"
5,4,581,"(166611.79230782762, 83656.09005390853)","['Capp St', '17th St']"
5,6,318,"(166611.79230782762, 83656.09005390853)","['Capp St', '17th St']"
5,21,31,"(166611.79230782762, 83656.09005390853)","['Capp St', '17th St']"
6,5,318,"(166929.4914755784, 83682.41808523983)","['S Van Ness Ave', '17th St']"
6,7,319,"(166929.4914755784, 83682.41808523983)","['S Van Ness Ave', '17th St']"
6,23,576,"(166929.4914755784, 83682.41808523983)","['S Van Ness Ave', '17th St']"
6,181,584,"(166929.4914755784, 83682.41808523983)","['S Van Ness Ave', '17th St']"
7,6,319,"(167247.7700384967, 83704.0158110708)","['Shotwell St', '17th St']"
7,24,592,"(167247.7700384967, 83704.0158110708)","['Shotwell St', '17th St']"
7,25,311,"(167247.7700384967, 83704.0158110708)","['Shotwell St', '17th St']"
7,182,584,"(167247.7700384967, 83704.0158110708)","['Shotwell St', '17th St']"
8,15,91,"(165268.13751482964, 83553.70836890489)","['Dearborn St', '17th St']"
8,183,363,"(165268.13751482964, 83553.70836890489)","['Dearborn St', '17th St']"
8,184,238,"(165268.13751482964, 83553.70836890489)","['Dearborn St', '17th St']"
9,0,130,"(165665.6678877473, 83448.22235940397)","['Valencia St', 'Clarion Aly']"
9,10,643,"(165665.6678877473, 83448.22235940397)","['Valencia St', 'Clarion Aly']"
9,11,136,"(165665.6678877473, 83448.22235940397)","['Valencia St', 'Clarion Aly']"
10,3,132,"(166306.8552536629, 83498.31248231977)","['Mission St', 'Clarion Aly']"
10,9,643,"(166306.8552536629, 83498.31248231977)","['Mission St', 'Clarion Aly']"
10,12,133,"(166306.8552536629, 83498.31248231977)","['Mission St', 'Clarion Aly']"
11,9,136,"(165656.37591157854, 83584.04721898586)","['Valencia St', '17th St']"
11,15,298,"(165656.37591157854, 83584.04721898586)","['Valencia St', '17th St']"
11,17,542,"(165656.37591157854, 83584.04721898586)","['Valencia St', '17th St']"
11,18,378,"(165656.37591157854, 83584.04721898586)","['Valencia St', '17th St']"
12,10,133,"(166299.00618799403, 83631.95263499022)","['Mission St', '17th St']"
12,18,266,"(166299.00618799403, 83631.95263499022)","['Mission St', '17th St']"
12,20,575,"(166299.00618799403, 83631.95263499022)","['Mission St', '17th St']"
12,21,281,"(166299.00618799403, 83631.95263499022)","['Mission St', '17th St']"
13,28,182,"(164981.28802291304, 83815.08612699062)","['Guerrero St', 'BORDER']"
13,185,279,"(164981.28802291304, 83815.08612699062)","['Guerrero St', 'BORDER']"
14,16,346,"(165006.43593849614, 83825.65336307138)","['Guerrero St', 'Camp St']"
14,29,191,"(165006.43593849614, 83825.65336307138)","['Guerrero St', 'Camp St']"
14,184,289,"(165006.43593849614, 83825.65336307138)","['Guerrero St', 'Camp St']"
15,8,91,"(165358.9093149118, 83562.47409940511)","['17th St', 'Albion St']"
15,11,298,"(165358.9093149118, 83562.47409940511)","['17th St', 'Albion St']"
15,16,292,"(165358.9093149118, 83562.47409940511)","['17th St', 'Albion St']"
16,14,346,"(165351.59699358046, 83854.51944707334)","['Albion St', 'Camp St']"
16,15,292,"(165351.59699358046, 83854.51944707334)","['Albion St', 'Camp St']"
16,30,298,"(165351.59699358046, 83854.51944707334)","['Albion St', 'Camp St']"
17,11,542,"(165615.45178082958, 84124.79580940306)","['Valencia St', 'BORDER']"
17,39,43,"(165615.45178082958, 84124.79580940306)","['Valencia St', 'BORDER']"
18,11,378,"(166033.04937082902, 83615.84472757578)","['17th St', 'Hoff St']"
18,12,266,"(166033.04937082902, 83615.84472757578)","['17th St', 'Hoff St']"
18,19,584,"(166033.04937082902, 83615.84472757578)","['17th St', 'Hoff St']"
19,18,584,"(165988.63574574515, 84198.46889040619)","['Hoff St', '16th St']"
