NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,8,311,"(165048.00967424735, 78852.12558048964)","['Fair Oaks St', '25th St']"
0,22,315,"(165048.00967424735, 78852.12558048964)","['Fair Oaks St', '25th St']"
0,28,584,"(165048.00967424735, 78852.12558048964)","['Fair Oaks St', '25th St']"
0,1555,581,"(165048.00967424735, 78852.12558048964)","['Fair Oaks St', '25th St']"
1,10,447,"(165736.48992457986, 78727.78823073953)","['San Jose Ave', 'Juri Cmns', 'Juri St']"
1,24,176,"(165736.48992457986, 78727.78823073953)","['San Jose Ave', 'Juri Cmns', 'Juri St']"
1,1556,409,"(165736.48992457986, 78727.78823073953)","['San Jose Ave', 'Juri Cmns', 'Juri St']"
1,1557,195,"(165736.48992457986, 78727.78823073953)","['San Jose Ave', 'Juri Cmns', 'Juri St']"
2,24,127,"(165872.03919416294, 78914.63792265207)","['Poplar St', '25th St']"
2,31,140,"(165872.03919416294, 78914.63792265207)","['Poplar St', '25th St']"
2,33,585,"(165872.03919416294, 78914.63792265207)","['Poplar St', '25th St']"
2,1558,584,"(165872.03919416294, 78914.63792265207)","['Poplar St', '25th St']"
3,4,157,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
3,31,162,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
3,35,584,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
3,1559,580,"(166174.18327491358, 78935.4895869866)","['Orange Aly', '25th St']"
4,3,157,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
4,5,158,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
4,36,580,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
4,1560,582,"(166330.60290957987, 78949.37801065296)","['Bartlett St', '25th St']"
5,4,158,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
5,6,164,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
5,37,584,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
5,1561,583,"(166488.46939174458, 78959.62634973973)","['Osage Aly', '25th St']"
6,5,164,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
6,7,166,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
6,38,580,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
6,1562,585,"(166652.40574366227, 78975.7037454024)","['Mission St', '25th St']"
7,6,166,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
7,9,149,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
7,39,582,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
7,1563,585,"(166818.07798449695, 78987.41336765885)","['Lilac St', '25th St']"
8,0,311,"(165358.8289344944, 78873.6990281567)","['Guerrero St', '25th St']"
8,11,26,"(165358.8289344944, 78873.6990281567)","['Guerrero St', '25th St']"
8,29,585,"(165358.8289344944, 78873.6990281567)","['Guerrero St', '25th St']"
8,1564,467,"(165358.8289344944, 78873.6990281567)","['Guerrero St', '25th St']"
9,7,149,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
9,12,155,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
9,40,582,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
9,1565,587,"(166966.6908762455, 78999.48191307485)","['Capp St', '25th St']"
10,1,447,"(165419.68281541392, 78414.52639007568)","['Juri Cmns', 'Guerrero St']"
10,11,462,"(165419.68281541392, 78414.52639007568)","['Juri Cmns', 'Guerrero St']"
11,8,26,"(165384.85086407885, 78875.89160907269)","['Guerrero St', '25th St']"
11,10,462,"(165384.85086407885, 78875.89160907269)","['Guerrero St', '25th St']"
11,24,360,"(165384.85086407885, 78875.89160907269)","['Guerrero St', '25th St']"
11,30,585,"(165384.85086407885, 78875.89160907269)","['Guerrero St', '25th St']"
12,9,155,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
12,13,162,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
12,41,582,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
12,1566,585,"(167122.2437147461, 79010.4612218216)","['Cypress St', '25th St']"
13,12,162,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
13,14,164,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
13,42,583,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
13,1567,584,"(167283.86773533002, 79022.17182832211)","['S Van Ness Ave', '25th St']"
14,13,164,"(167447.5157019943, 79033.88440332562)","['Virgil St', '25th St']"
14,15,149,"(167447.5157019943, 79033.88440332562)","['Virgil St', '25th St']"
14,1568,585,"(167447.5157019943, 79033.88440332562)","['Virgil St', '25th St']"
15,14,149,"(167596.99571799487, 79045.59271323681)","['Shotwell St', '25th St']"
15,16,143,"(167596.99571799487, 79045.59271323681)","['Shotwell St', '25th St']"
15,45,584,"(167596.99571799487, 79045.59271323681)","['Shotwell St', '25th St']"
15,1569,584,"(167596.99571799487, 79045.59271323681)","['Shotwell St', '25th St']"
16,15,143,"(167739.82614099607, 79055.47852023691)","['Horace St', '25th St']"
16,18,174,"(167739.82614099607, 79055.47852023691)","['Horace St', '25th St']"
16,1570,582,"(167739.82614099607, 79055.47852023691)","['Horace St', '25th St']"
17,31,47,"(166015.75347366184, 78876.08320973814)","['Valencia St', 'BORDER']"
17,1571,394,"(166015.75347366184, 78876.08320973814)","['Valencia St', 'BORDER']"
18,16,174,"(167913.59219766408, 79070.11070882529)","['Folsom St', '25th St']"
18,19,163,"(167913.59219766408, 79070.11070882529)","['Folsom St', '25th St']"
18,49,584,"(167913.59219766408, 79070.11070882529)","['Folsom St', '25th St']"
18,1572,581,"(167913.59219766408, 79070.11070882529)","['Folsom St', '25th St']"
19,18,163,"(168076.37205582857, 79081.82689274102)","['Lucky St', '25th St']"
19,20,153,"(168076.37205582857, 79081.82689274102)","['Lucky St', '25th St']"
