NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,44,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
0,21,292,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
0,989,584,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
0,990,316,"(164556.60055207834, 80571.13625007123)","['Dolores St', '22nd St']"
1,0,44,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
1,2,165,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
1,22,293,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
1,991,584,"(164601.12441316247, 80573.69694048911)","['Dolores St', '22nd St']"
2,1,165,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
2,3,143,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
2,23,586,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
2,992,582,"(164765.92034341395, 80586.85012940317)","['Quane St', '22nd St']"
3,2,143,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
3,4,156,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
3,24,581,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
3,993,584,"(164908.74223624542, 80601.09058649093)","['Fair Oaks St', '22nd St']"
4,3,156,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
4,17,159,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
4,25,583,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
4,994,583,"(165064.86462741345, 80612.42258482426)","['Ames St', '22nd St']"
5,17,300,"(165247.96137407795, 80323.340813905)","['Guerrero St', 'BORDER']"
5,995,282,"(165247.96137407795, 80323.340813905)","['Guerrero St', 'BORDER']"
6,996,283,"(165296.61482007802, 80044.41715915501)","['Guerrero St', 'BORDER']"
7,19,295,"(165720.66548116133, 80369.36335965246)","['San Jose Ave', 'Alvarado St']"
7,996,448,"(165720.66548116133, 80369.36335965246)","['San Jose Ave', 'Alvarado St']"
7,997,293,"(165720.66548116133, 80369.36335965246)","['San Jose Ave', 'Alvarado St']"
8,9,316,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
8,19,129,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
8,28,290,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
8,998,586,"(165876.4089360796, 80673.47495615482)","['Valencia St', '22nd St']"
9,8,316,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
9,10,328,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
9,29,581,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
9,999,587,"(166192.12090307847, 80696.88009307534)","['Bartlett St', '22nd St']"
10,9,328,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
10,11,316,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
10,30,581,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
10,1000,582,"(166519.68684899434, 80719.20058649033)","['Mission St', '22nd St']"
11,10,316,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
11,12,314,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
11,31,586,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
11,1001,583,"(166835.39750366285, 80744.07028740644)","['Capp St', '22nd St']"
12,11,314,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
12,13,315,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
12,32,585,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
12,1002,582,"(167149.08388416097, 80767.85009548813)","['S Van Ness Ave', '22nd St']"
13,12,315,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
13,14,316,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
13,33,587,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
13,1003,585,"(167463.9261022471, 80791.63384057581)","['Shotwell St', '22nd St']"
14,13,316,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
14,15,307,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
14,34,581,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
14,1004,585,"(167779.34607508034, 80816.51436823606)","['Folsom St', '22nd St']"
15,14,307,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
15,16,327,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
15,36,576,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
15,1005,595,"(168085.22144757956, 80847.94934473932)","['Treat Ave', '22nd St']"
16,15,327,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
16,39,587,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
16,40,251,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
16,1006,597,"(168411.33726516366, 80873.20519974083)","['Harrison St', '22nd St']"
17,4,159,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
17,5,300,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
17,18,27,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
17,26,290,"(165224.4564998299, 80623.39237915725)","['Guerrero St', '22nd St']"
18,17,27,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
18,19,497,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
18,27,294,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
18,996,299,"(165251.92265224457, 80624.85661507398)","['Guerrero St', '22nd St']"
19,7,295,"(165747.4643120803, 80663.23908423632)","['22nd St', 'San Jose Ave']"
19,8,129,"(165747.4643120803, 80663.23908423632)","['22nd St', 'San Jose Ave']"
19,18,497,"(165747.4643120803, 80663.23908423632)","['22nd St', 'San Jose Ave']"
20,35,334,"(164199.6865677461, 81126.0071875751)","['Chattanooga St', '21st St']"
20,37,315,"(164199.6865677461, 81126.0071875751)","['Chattanooga St', '21st St']"
20,990,581,"(164199.6865677461, 81126.0071875751)","['Chattanooga St', '21st St']"
21,0,292,"(164534.5513835773, 80862.44898765534)","['Dolores St', 'No_Name']"
21,22,42,"(164534.5513835773, 80862.44898765534)","['Dolores St', 'No_Name']"
21,37,290,"(164534.5513835773, 80862.44898765534)","['Dolores St', 'No_Name']"
22,1,293,"(164576.47255957872, 80865.7373669073)","['No_Name', 'Dolores St']"
22,21,42,"(164576.47255957872, 80865.7373669073)","['No_Name', 'Dolores St']"
22,38,290,"(164576.47255957872, 80865.7373669073)","['No_Name', 'Dolores St']"
23,2,586,"(164704.4709912464, 81169.83518390357)","['Quane St', '21st St']"
23,24,159,"(164704.4709912464, 81169.83518390357)","['Quane St', '21st St']"
23,38,150,"(164704.4709912464, 81169.83518390357)","['Quane St', '21st St']"
24,3,581,"(164863.19213049486, 81180.43818107247)","['Fair Oaks St', '21st St']"
24,23,159,"(164863.19213049486, 81180.43818107247)","['Fair Oaks St', '21st St']"
24,25,154,"(164863.19213049486, 81180.43818107247)","['Fair Oaks St', '21st St']"
25,4,583,"(165017.28696666285, 81193.59005765617)","['Ames St', '21st St']"
25,24,154,"(165017.28696666285, 81193.59005765617)","['Ames St', '21st St']"
25,43,162,"(165017.28696666285, 81193.59005765617)","['Ames St', '21st St']"
26,17,290,"(165201.82235874608, 80913.24777057022)","['Guerrero St', 'BORDER']"
26,43,292,"(165201.82235874608, 80913.24777057022)","['Guerrero St', 'BORDER']"
27,18,294,"(165228.70878791064, 80917.98955898732)","['Guerrero St', 'Hill St']"
27,28,627,"(165228.70878791064, 80917.98955898732)","['Guerrero St', 'Hill St']"
27,44,289,"(165228.70878791064, 80917.98955898732)","['Guerrero St', 'Hill St']"
28,8,290,"(165854.05694666132, 80963.33001948893)","['Valencia St', 'Hill St']"
28,27,627,"(165854.05694666132, 80963.33001948893)","['Valencia St', 'Hill St']"
28,46,298,"(165854.05694666132, 80963.33001948893)","['Valencia St', 'Hill St']"
29,9,581,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
29,53,92,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
29,55,98,"(166131.51013191044, 81275.12860848755)","['Bartlett St', '21st St']"
30,10,581,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
30,31,316,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
30,55,246,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
30,57,587,"(166475.54782966152, 81299.27455757558)","['Mission St', '21st St']"
31,11,586,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
31,30,316,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
31,32,315,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
31,58,581,"(166790.96058466285, 81329.2413611561)","['Capp St', '21st St']"
32,12,585,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
32,31,315,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
32,33,316,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
32,61,583,"(167105.50818391144, 81351.56447923928)","['S Van Ness Ave', '21st St']"
33,13,587,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
33,32,316,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
33,34,315,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
33,62,579,"(167420.92126699537, 81377.53293123841)","['Shotwell St', '21st St']"
34,14,581,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
34,33,315,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
34,36,311,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
34,65,584,"(167736.33631857857, 81396.58637082577)","['Folsom St', '21st St']"
35,20,334,"(163865.76400724426, 81100.80021698773)","['21st St', 'Church St']"
35,47,295,"(163865.76400724426, 81100.80021698773)","['21st St', 'Church St']"
35,1007,282,"(163865.76400724426, 81100.80021698773)","['21st St', 'Church St']"
35,1008,639,"(163865.76400724426, 81100.80021698773)","['21st St', 'Church St']"
36,15,576,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
36,34,311,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
36,39,324,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
36,66,583,"(168047.12244241312, 81422.92457273602)","['Treat Ave', '21st St']"
37,20,315,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
37,21,290,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
37,38,40,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
37,48,297,"(164514.52681732923, 81151.9418469891)","['Dolores St', '21st St']"
38,22,290,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
38,23,150,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
38,37,40,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
38,49,295,"(164554.71308866143, 81155.22957007587)","['21st St', 'Dolores St']"
39,16,587,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
39,36,324,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
39,41,260,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
39,69,570,"(168370.0463372469, 81459.46747865528)","['Harrison St', '21st St']"
40,16,251,"(168662.28328558058, 80894.79242690653)","['22nd St', 'Alabama St']"
40,41,584,"(168662.28328558058, 80894.79242690653)","['22nd St', 'Alabama St']"
41,39,260,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
41,40,584,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
41,42,250,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
41,70,571,"(168629.37226216123, 81478.50877915323)","['Alabama St', '21st St']"
42,41,250,"(168879.73954357952, 81486.98874907196)","['Florida St', '21st St']"
42,45,295,"(168879.73954357952, 81486.98874907196)","['Florida St', '21st St']"
42,71,582,"(168879.73954357952, 81486.98874907196)","['Florida St', '21st St']"
42,1009,574,"(168879.73954357952, 81486.98874907196)","['Florida St', '21st St']"
43,25,162,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
43,26,292,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
43,50,292,"(165179.47725907713, 81204.56018007547)","['Guerrero St', '21st St']"
44,27,289,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
44,46,625,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
44,51,291,"(165207.81020766124, 81206.38891657442)","['Guerrero St', '21st St']"
